id,individualCount,sex,organismRemarks,eventID,eventDate,locationID,county,locality,verbatimElevation,decimalLatitude,decimalLongitude,scientificName,higherClassification,genus,subgenus,specificEpithet,vernacularName
INS:ProyectoDengue67217:Aed-172,2,1 Macho | 1 Hembra,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),1000 m,2.1104314,-76.9827313,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-225,25,23 Machos | 2 Hembras,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),1000 m,2.1104314,-76.9827313,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-173,1,Macho,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),997 m,2.1099108,-76.9824968,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-174,3,1 Macho | 2 Hembras,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),984 m,2.109513,-76.9813995,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-226,5,5 Machos,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),984 m,2.109513,-76.9813995,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-175,3,3 Machos,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),986 m,2.1094194,-76.9817773,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-176,2,1 Macho | 1 Hembra,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),976 m,2.1090215,-76.980848,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-177,18,4 Machos | 14 Hembras,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),974 m,2.1089633,-76.9806727,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-178,1,Hembra,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),974 m,2.1089633,-76.9806727,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Culx-227,3,3 Hembras,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),974 m,2.1089633,-76.9806727,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-228,11,8 Machos | 3 Hembras,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),973 m,2.1089065,-76.9805168,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-229,16,12 Machos | 4 Hembras,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),971 m,2.1088146,-76.9803608,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-230,2,1 Macho | 1 Hembra,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),976 m,2.1089783,-76.9809569,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-231,3,2 Machos | 1 Hembra,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),997 m,2.109614,-76.9829397,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-179,1,Macho,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),983 m,2.1084831,-76.9838283,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-232,9,8 Machos | 1 Hembra,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),983 m,2.1084831,-76.9838283,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-233,3,2 Machos | 1 Hembra,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),980 m,2.1082959,-76.9838749,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-234,41,25 Machos | 16 Hembras,,Barrio_Olaya_Herrera,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),981 m,2.1081756,-76.9836009,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-235,5,4 Machos | 1 Hembra,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),989 m,2.1130482,-76.9813454,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-236,6,5 Machos | 1 Hembra,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),989 m,2.1127175,-76.9809048,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-180,2,1 Macho | 1 Hembra,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),987 m,2.1125689,-76.9808251,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-237,1,Macho,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),987 m,2.1125337,-76.9808051,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-238,6,4 Machos | 2 Hembras,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),985 m,2.1125079,-76.9807087,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-181,1,Macho,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),981 m,2.1121655,-76.980248,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-239,8,7 Machos | 1 Hembra,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),981 m,2.1121655,-76.980248,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-240,7,4 Machos | 3 Hembras,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),980 m,2.1118652,-76.9801802,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-241,9,7 Machos | 2 Hembras,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),981 m,2.1122919,-76.9802503,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-242,1,Macho,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),983 m,2.1131349,-76.9808035,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-243,18,13 Machos | 5 Hembras,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),987 m,2.1130568,-76.9809492,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-244,18,15 Machos | 3 Hembras,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),990 m,2.1125086,-76.9810988,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-245,3,3 Machos,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),989 m,2.112746,-76.9810794,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-246,26,19 Machos | 7 Hembras,,Barrio_Popular,2021-10-06,CO:19532,Patía,Casa ubicada en el barrio Popular de Patía (El Bordo),983 m,2.1126904,-76.9805367,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-247,4,4 Machos,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1010 m,2.1152632,-76.9829535,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-248,1,Hembra,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1008 m,2.115353,-76.9828267,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-249,36,31 Machos | 5 Hembras,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1008 m,2.1154382,-76.9827992,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-182,3,2 Machos | 1 Hembra,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1006 m,2.1156662,-76.9826241,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-250,3,3 Machos,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1006 m,2.1156662,-76.9826241,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-251,3,1 Macho | 2 Hembras,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1011 m,2.1163326,-76.9819767,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-252,17,9 Machos | 8 Hembras,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1012 m,2.1164919,-76.981777,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-253,4,4 Machos,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1007 m,2.1164324,-76.9816036,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-254,5,3 Machos | 2 Hembras,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1003 m,2.1163043,-76.9815,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-183,1,Hembra,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),998 m,2.1161193,-76.9811384,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-255,40,36 Machos | 4 Hembras,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),999 m,2.1161243,-76.981126,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-256,32,26 Machos | 6 Hembras,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),994 m,2.1157479,-76.9804488,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-257,7,6 Machos | 1 Hembra,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),994 m,2.1156289,-76.9803841,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-258,23,19 Machos | 4 Hembras,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),993 m,2.1155605,-76.9803437,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-259,4,4 Machos,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1008 m,2.116104,-76.9823054,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-260,1,Macho,,Barrio_Postobón,2021-10-05,CO:19532,Patía,Casa ubicada en el barrio Postobón de Patía (El Bordo),1011 m,2.1162858,-76.9820979,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-261,1,Hembra,,Barrio_Colseguros,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1133 m,3.2591606,-76.2285394,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-184,1,Hembra,,Barrio_Colseguros,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1131 m,3.2600925,-76.2289245,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-185,1,Macho,,Barrio_Colseguros,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1130 m,3.2601364,-76.2292314,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-262,2,2 Hembras,,Barrio_Colseguros,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1124 m,3.2603095,-76.2306261,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-186,1,Macho,,Barrio_Colseguros,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1126 m,3.2596939,-76.2308383,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-187,1,Macho,,Barrio_Colseguros,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1126 m,3.2597455,-76.2307912,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-188,2,2 Hembras,,Barrio_Colseguros,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1126 m,3.260092,-76.2301581,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-263,1,Hembra,,Barrio_Colseguros,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1127 m,3.2597917,-76.2299948,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-189,1,Hembra,,Barrio_Colseguros,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Colseguros de Miranda,1130 m,3.2593,-76.2294863,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-264,1,Macho,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1111 m,3.2563268,-76.2324279,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-265,2,2 Hembras,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1111 m,3.256318,-76.2324676,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-190,1,Macho,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1115 m,3.256546,-76.2321033,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-266,1,Hembra,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1115 m,3.256546,-76.2321033,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-267,1,Hembra,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1111 m,3.2566649,-76.2326968,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-268,2,1 Macho | 1 Hembra,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1111 m,3.2566158,-76.2326854,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-191,1,Macho,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1113 m,3.257027,-76.2327153,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-192,3,2 Machos | 1 Hembra,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1113 m,3.2569949,-76.2327086,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-269,1,Hembra,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1113 m,3.2569949,-76.2327086,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-270,1,Hembra,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1114 m,3.2573605,-76.2330668,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-193,1,Hembra,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1112 m,3.2575278,-76.2327908,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-271,1,Hembra,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1113 m,3.257294,-76.232821,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-194,1,Hembra,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1113 m,3.257044,-76.2326748,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-195,1,Hembra,,Barrio_Porvenir,2021-11-09,CO:19455,Miranda,Casa ubicada en el barrio Porvenir de Miranda,1113 m,3.2573792,-76.2325335,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
