id,individualCount,sex,organismRemarks,eventID,eventDate,locationID,county,locality,verbatimElevation,decimalLatitude,decimalLongitude,scientificName,higherClassification,genus,subgenus,specificEpithet,vernacularName
INS:ProyectoDengue67217:Aed-001,5,2 Machos | 3 Hembras,Sin alimento de sangre,Barrio_Puerto_Nuevo,2021-02-10,CO:19532,Patía,Casa ubicada en el barrio Puerto Nuevo de Patía (El Bordo),1024 m,2.1289015,-76.9730418,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-002,1,Hembra,Sin alimento de sangre,Barrio_Puerto_Nuevo,2021-02-10,CO:19532,Patía,Casa ubicada en el barrio Puerto Nuevo de Patía (El Bordo),1028 m,2.1293893,-76.9727151,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-003,2,1 Macho | 1 Hembra,Hembra con sangre,Barrio_Puerto_Nuevo,2021-02-10,CO:19532,Patía,Casa ubicada en el barrio Puerto Nuevo de Patía (El Bordo),1023 m,2.1296558,-76.9732849,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-001,6,3 Machos | 3 Hembras,1 hembra con sangre,Barrio_Puerto_Nuevo,2021-02-10,CO:19532,Patía,Casa ubicada en el barrio Puerto Nuevo de Patía (El Bordo),1023 m,2.1296558,-76.9732849,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-002,2,2 Hembras,1 hembra con sangre,Barrio_Puerto_Nuevo,2021-02-10,CO:19532,Patía,Casa ubicada en el barrio Puerto Nuevo de Patía (El Bordo),1024 m,2.1299288,-76.9733261,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-004,1,Hembra,Sin alimento de sangre,Barrio_Puerto_Nuevo,2021-02-10,CO:19532,Patía,Casa ubicada en el barrio Puerto Nuevo de Patía (El Bordo),1027 m,2.1300507,-76.973084,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Culx-003,2,1 Macho | 1 Hembra,Sin alimento de sangre,Barrio_Puerto_Nuevo,2021-02-10,CO:19532,Patía,Casa ubicada en el barrio Puerto Nuevo de Patía (El Bordo),1027 m,2.1300507,-76.973084,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-005,60,35 Machos | 25 Hembras,Sin alimento de sangre,Barrio_Puerto_Nuevo,2021-02-10,CO:19532,Patía,Casa ubicada en el barrio Puerto Nuevo de Patía (El Bordo),1030 m,2.1301417,-76.9729236,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-006,1,Hembra,Sin alimento de sangre,Barrio_Puerto_Nuevo,2021-02-10,CO:19532,Patía,Casa ubicada en el barrio Puerto Nuevo de Patía (El Bordo),1030 m,2.1301417,-76.9729236,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Culx-004,2,2 Machos,,Barrio_Puerto_Nuevo,2021-02-10,CO:19532,Patía,Casa ubicada en el barrio Puerto Nuevo de Patía (El Bordo),1030 m,2.1302577,-76.9731385,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-007,8,2 Machos | 6 Hembras,1 hembra con sangre,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),998 m,2.1098701,-76.9828093,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-008,1,Hembra,Sin alimento de sangre,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),997 m,2.1135735,-76.9858328,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-009,1,Macho,,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),997 m,2.1097307,-76.9828536,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-005,3,3 Machos,,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),997 m,2.1097307,-76.9828536,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-010,4,3 Machos | 1 Hembra,Sin alimento de sangre,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),996 m,2.1096708,-76.9829303,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-011,2,2 Machos,,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),996 m,2.1096003,-76.9829025,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-012,1,Hembra,Sin alimento de sangre,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),996 m,2.113574,-76.985833,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-006,1,Macho,,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),996 m,2.113574,-76.985833,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-013,3,2 Machos | 1 Hembra,Sin alimento de sangre,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),996 m,2.1092571,-76.9831304,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-007,1,Macho,,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),996 m,2.1092571,-76.9831304,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-014,1,Hembra,Sin alimento de sangre,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),996 m,2.1093815,-76.9830145,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-015,2,2 Hembras,Sin alimento de sangre,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),995 m,2.1087855,-76.9834694,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-008,4,4 Hembras,3 hembras con sangre,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),995 m,2.1087855,-76.9834694,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-016,1,Hembra,Sin alimento de sangre,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),994 m,2.1089609,-76.9834022,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-009,6,6 Machos,,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),994 m,2.1089609,-76.9834022,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-017,1,Macho,,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),995 m,2.1087051,-76.9835251,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-018,1,Hembra,Sin alimento de sangre,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),994 m,2.1088946,-76.983463,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-010,1,Hembra,Sin alimento de sangre,Barrio_Olaya_Herrera,2021-02-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),994 m,2.1088946,-76.983463,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-019,1,Macho,,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),993 m,2.1115293,-76.9827092,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-020,1,Hembra,,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),993 m,2.1115129,-76.9826997,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-021,3,1 Macho | 2 Hembras,2 hembras con sangre,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),993 m,2.1114322,-76.9826408,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-022,2,1 Macho | 1 Hembra,,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),992 m,2.1114379,-76.9824447,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-023,1,Hembra,Hembra con sangre,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),991 m,2.1112873,-76.9822164,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Culx-011,1,Macho,,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),995 m,2.1108879,-76.9822949,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-024,1,Hembra,Hembra con sangre,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),997 m,2.1107792,-76.9825773,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-012,2,1 Macho | 1 Hembra,Hembra con sangre,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),997 m,2.1107792,-76.9825773,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-025,2,2 Hembras,2 hembras con sangre,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),999 m,2.110459,-76.9826886,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-026,1,Hembra,Hembra con sangre,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),999 m,2.110459,-76.9826886,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Aed-027,2,2 Hembras,1 hembra con sangre,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),1000 m,2.1102704,-76.9828006,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-028,6,6 Machos,,Barrio_Olaya_Herrera,2021-03-10,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),1002 m,2.1102531,-76.9830948,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Aed-029,2,2 Machos,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),995 m,2.1096669,-76.9824353,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-030,2,2 Machos,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),995 m,2.1096669,-76.9824353,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Aed-031,1,Macho,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),984 m,2.1090477,-76.9815507,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-032,1,Hembra,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),985 m,2.1089691,-76.9819305,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-013,4,4 Machos,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),985 m,2.1089691,-76.9819305,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-033,23,6 Machos | 17 Hembras,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),983 m,2.1085369,-76.9823724,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-014,4,4 Machos,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),983 m,2.1085369,-76.9823724,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-034,2,2 Machos,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),985 m,2.108635,-76.9826032,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-035,2,1 Macho | 1 Hembra,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),985 m,2.1085009,-76.9825353,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-015,1,Hembra,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),985 m,2.1085009,-76.9825353,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-036,1,Hembra,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),985 m,2.1087567,-76.9826071,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-037,1,Macho,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),977 m,2.1113118,-76.9811096,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-016,2,2 Machos,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),978 m,2.1113289,-76.9808808,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Culx-017,1,Macho,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),979 m,2.1110534,-76.9803341,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-038,1,Hembra,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),998 m,2.1102104,-76.9826322,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-018,2,1 Macho | 1 Hembra,,Barrio_Olaya_Herrera,2021-03-11,CO:19532,Patía,Casa ubicada en el barrio Olaya Herrera de Patía (El Bordo),979 m,2.1104841,-76.9802254,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-039,1,Macho,,Barrio_Balboita,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1019 m,2.114526,-76.9852383,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-040,1,Hembra,,Barrio_Balboita,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1021 m,2.114608,-76.9850728,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-019,1,Hembra,,Barrio_Balboita,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1021 m,2.114608,-76.9850728,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-041,1,Hembra,,Barrio_Balboita,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1022 m,2.1147671,-76.9842601,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Culx-020,1,Macho,,Barrio_Balboita,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1027 m,2.1153613,-76.9847074,Culex quinquefasciatus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Culicini | Culex | Culex | Pipiens,Culex,Culex (Culex),quinquefasciatus,Mosquito
INS:ProyectoDengue67217:Aed-042,7,6 Machos | 1 Hembra,,Barrio_Balboita,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1027 m,2.115321,-76.9847569,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-043,4,3 Machos | 1 Hembra,,Barrio_Balboita,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1026 m,2.1153249,-76.9842908,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-044,1,Macho,,Barrio_Balboita,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1027 m,2.1153545,-76.9842953,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-045,1,Hembra,,Barrio_Balboita,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1027 m,2.115307,-76.9841805,Aedes albopictus,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia | Scutellaris,Aedes,Aedes (Stegomyia),albopictus,Mosquito tigre
INS:ProyectoDengue67217:Aed-046,1,Hembra,,Barrio_Balboita,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Balboita de Patía (El Bordo),1025 m,2.1154355,-76.9840279,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-047,2,2 Machos,,Barrio_Fundadores,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Fundadores de Patía (El Bordo),1005 m,2.1180248,-76.9813902,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
INS:ProyectoDengue67217:Aed-048,4,2 Machos | 2 Hembras,,Barrio_Fundadores,2021-03-09,CO:19532,Patía,Casa ubicada en el barrio Fundadores de Patía (El Bordo),1003 m,2.1176753,-76.9813336,Aedes aegypti,Animalia | Arthropoda | Insecta | Diptera | Culicidae | Culicinae | Aedini | Aedes | Stegomyia,Aedes,Aedes (Stegomyia),aegypti,Zancudo común
